payment_id,payment_amount,payment_date,customer_id,customer_full_name,address_id,district,city,country,store_id,manager_staff_id,staff_id,staff_full_name,rental_id,rental_date,return_date,rental_duration,film_id,film_title,release_year,rental_rate,film_length,language_name,category_name,actor_id,actor_full_name
18011,7.99,43:39.0,470,Gordon Allard,475,Hodeida,Hodeida,Yemen,1,1,1,Mike Hillyer,1594,6/16/2005 5:15,6/25/2005 0:38,9,844,Steers Armageddon,2006,4.99,140,English             ,Sports,56,Dan Harris
18012,4.99,42:18.0,471,Dean Sauer,476,Gauteng,Johannesburg,South Africa,1,1,1,Mike Hillyer,1447,6/15/2005 19:13,6/21/2005 22:56,6,219,Deep Crusade,2006,4.99,51,English             ,Documentary,32,Tim Hackman
18013,2.99,47:43.0,471,Dean Sauer,476,Gauteng,Johannesburg,South Africa,1,1,2,Jon Stephens,1449,6/15/2005 19:19,6/18/2005 15:24,3,333,Freaky Pocus,2006,2.99,126,English             ,Music,42,Tom Miranda
18014,2.99,19:37.0,471,Dean Sauer,476,Gauteng,Johannesburg,South Africa,1,1,1,Mike Hillyer,2165,6/17/2005 23:51,6/21/2005 23:54,4,522,Life Twisted,2006,2.99,137,English             ,Comedy,10,Christian Gable
18015,4.99,53:56.0,471,Dean Sauer,476,Gauteng,Johannesburg,South Africa,1,1,1,Mike Hillyer,2350,6/18/2005 12:25,6/23/2005 11:35,5,263,Durham Panky,2006,4.99,154,English             ,Sports,8,Matthew Johansson
18016,4.99,01:53.0,471,Dean Sauer,476,Gauteng,Johannesburg,South Africa,1,1,2,Jon Stephens,3073,6/20/2005 14:33,6/26/2005 8:42,6,694,Prejudice Oleander,2006,4.99,98,English             ,Classics,10,Christian Gable
18017,4.99,17:28.0,472,Greg Robins,477,Nam Ha,Nam Dinh,Vietnam,1,1,2,Jon Stephens,1389,6/15/2005 15:49,6/19/2005 11:08,4,215,Dawn Pond,2006,4.99,57,English             ,Games,68,Rip Winslet
18018,6.99,15:25.0,472,Greg Robins,477,Nam Ha,Nam Dinh,Vietnam,1,1,1,Mike Hillyer,1776,6/16/2005 18:46,6/24/2005 16:01,8,307,Fellowship Autumn,2006,4.99,77,English             ,Travel,53,Mena Temple
18019,5.99,25:26.0,472,Greg Robins,477,Nam Ha,Nam Dinh,Vietnam,1,1,2,Jon Stephens,2538,6/19/2005 1:56,6/25/2005 0:54,6,284,Enemy Odds,2006,4.99,77,English             ,Music,14,Vivien Bergen
18020,0.99,28:51.0,472,Greg Robins,477,Nam Ha,Nam Dinh,Vietnam,1,1,2,Jon Stephens,2974,6/20/2005 8:00,6/25/2005 5:10,5,504,Kwai Homeward,2006,0.99,46,English             ,Drama,50,Natalie Hopkins
18021,4.99,39:10.0,472,Greg Robins,477,Nam Ha,Nam Dinh,Vietnam,1,1,1,Mike Hillyer,2991,6/20/2005 9:10,6/23/2005 13:04,3,938,Velvet Terminator,2006,4.99,173,English             ,Comedy,11,Zero Cage
18022,0.99,55:37.0,472,Greg Robins,477,Nam Ha,Nam Dinh,Vietnam,1,1,2,Jon Stephens,3254,6/21/2005 3:27,6/22/2005 22:01,2,850,Story Side,2006,0.99,163,English             ,Action,11,Zero Cage
18023,0.99,22:30.0,473,Jorge Olivares,478,Aceh,Lhokseumawe,Indonesia,2,2,1,Mike Hillyer,1748,6/16/2005 16:54,6/18/2005 20:11,2,531,Lose Inch,2006,0.99,137,English             ,Foreign,20,Lucille Tracy
18024,2.99,22:09.0,473,Jorge Olivares,478,Aceh,Lhokseumawe,Indonesia,2,2,2,Jon Stephens,2125,6/17/2005 20:53,6/19/2005 1:53,1,937,Varsity Trip,2006,2.99,85,English             ,New,44,Nick Stallone
18025,4.99,33:26.0,473,Jorge Olivares,478,Aceh,Lhokseumawe,Indonesia,2,2,2,Jon Stephens,2553,6/19/2005 3:04,6/26/2005 2:36,7,205,Dances None,2006,0.99,58,English             ,Action,8,Matthew Johansson
18026,4.99,50:53.0,473,Jorge Olivares,478,Aceh,Lhokseumawe,Indonesia,2,2,1,Mike Hillyer,2748,6/19/2005 16:22,6/21/2005 21:55,2,113,California Birds,2006,4.99,75,English             ,Sports,124,Scarlett Bening
18027,8.99,08:06.0,474,Dustin Gillette,479,Drenthe,Emmen,Netherlands,2,2,1,Mike Hillyer,1758,6/16/2005 17:39,6/25/2005 13:06,9,582,Miracle Virtual,2006,2.99,162,English             ,Animation,16,Fred Costner
18028,7.99,12:09.0,474,Dustin Gillette,479,Drenthe,Emmen,Netherlands,2,2,2,Jon Stephens,2944,6/20/2005 5:43,6/29/2005 9:40,9,340,Frontier Cabin,2006,4.99,183,English             ,New,5,Johnny Lollobrigida
18029,3.99,22:52.0,476,Derrick Bourque,481,Qubec,Gatineau,Canada,1,1,2,Jon Stephens,1682,6/16/2005 11:54,6/22/2005 11:09,6,468,Invasion Cyclone,2006,2.99,97,English             ,Children,82,Woody Jolie
18030,0.99,28:07.0,476,Derrick Bourque,481,Qubec,Gatineau,Canada,1,1,2,Jon Stephens,2080,6/17/2005 16:59,6/21/2005 11:28,4,273,Effect Gladiator,2006,0.99,107,English             ,Family,27,Julia Mcqueen
18031,4.99,12:25.0,476,Derrick Bourque,481,Qubec,Gatineau,Canada,1,1,2,Jon Stephens,2508,6/18/2005 23:43,6/20/2005 19:26,2,941,Videotape Arsenic,2006,4.99,145,English             ,Games,80,Ralph Cruz
18032,2.99,27:47.0,476,Derrick Bourque,481,Qubec,Gatineau,Canada,1,1,1,Mike Hillyer,3448,6/21/2005 20:59,6/24/2005 15:40,3,129,Cause Date,2006,2.99,179,English             ,Documentary,54,Penelope Pinkett
18033,6.99,58:26.0,477,Dan Paine,482,England,Stockport,United Kingdom,1,1,2,Jon Stephens,1714,6/16/2005 14:29,6/24/2005 17:27,8,117,Candles Grapes,2006,4.99,135,English             ,Games,23,Sandra Kilmer
18034,2.99,45:54.0,477,Dan Paine,482,England,Stockport,United Kingdom,1,1,1,Mike Hillyer,2187,6/18/2005 1:17,6/20/2005 22:18,3,304,Fargo Gandhi,2006,2.99,130,English             ,Children,70,Michelle Mcconaughey
18035,10.99,01:50.0,477,Dan Paine,482,England,Stockport,United Kingdom,1,1,2,Jon Stephens,2306,6/18/2005 8:33,6/27/2005 10:01,9,46,Autumn Crow,2006,4.99,108,English             ,Games,59,Dustin Tautou
18036,4.99,23:24.0,477,Dan Paine,482,England,Stockport,United Kingdom,1,1,2,Jon Stephens,2676,6/19/2005 11:54,6/24/2005 15:34,5,858,Submarine Bed,2006,4.99,127,English             ,Comedy,4,Jennifer Davis
18037,0.99,37:11.0,478,Lewis Lyman,483,Ha Darom,Ashqelon,Israel,1,1,1,Mike Hillyer,1708,6/16/2005 14:08,6/19/2005 8:35,3,488,Joon Northwest,2006,0.99,105,English             ,Sports,29,Alec Wayne
18038,4.99,29:18.0,478,Lewis Lyman,483,Ha Darom,Ashqelon,Israel,1,1,1,Mike Hillyer,2358,6/18/2005 13:00,6/26/2005 12:58,8,376,Grapes Fury,2006,0.99,155,English             ,Foreign,52,Carmen Hunt
18039,6.99,46:54.0,478,Lewis Lyman,483,Ha Darom,Ashqelon,Israel,1,1,1,Mike Hillyer,2529,6/19/2005 1:18,6/24/2005 0:26,5,501,Kissing Dolls,2006,4.99,141,English             ,Action,38,Tom Mckellen
18040,8.99,01:27.0,478,Lewis Lyman,483,Ha Darom,Ashqelon,Israel,1,1,1,Mike Hillyer,2616,6/19/2005 7:33,6/28/2005 3:05,9,127,Cat Coneheads,2006,4.99,112,English             ,Comedy,17,Helen Voight
18041,4.99,03:06.0,478,Lewis Lyman,483,Ha Darom,Ashqelon,Israel,1,1,1,Mike Hillyer,2765,6/19/2005 17:34,6/27/2005 23:26,8,228,Detective Vision,2006,0.99,143,English             ,Classics,94,Kenneth Torn
18042,4.99,25:42.0,478,Lewis Lyman,483,Ha Darom,Ashqelon,Israel,1,1,1,Mike Hillyer,3259,6/21/2005 3:57,6/24/2005 3:32,3,603,Movie Shakespeare,2006,4.99,53,English             ,Family,17,Helen Voight
18043,2.99,04:19.0,479,Zachary Hite,484,Ohio,Akron,United States,1,1,2,Jon Stephens,1902,6/17/2005 4:35,6/20/2005 6:52,3,638,Operation Operation,2006,2.99,156,English             ,Comedy,58,Christian Akroyd
18044,3.99,30:47.0,479,Zachary Hite,484,Ohio,Akron,United States,1,1,1,Mike Hillyer,1947,6/17/2005 8:02,6/25/2005 10:25,8,735,Robbers Joon,2006,2.99,102,English             ,Children,33,Milla Peck
18045,2.99,09:03.0,479,Zachary Hite,484,Ohio,Akron,United States,1,1,1,Mike Hillyer,1987,6/17/2005 10:40,6/23/2005 14:23,6,22,Amistad Midsummer,2006,2.99,85,English             ,New,77,Cary Mcconaughey
18046,3.99,01:44.0,479,Zachary Hite,484,Ohio,Akron,United States,1,1,1,Mike Hillyer,2071,6/17/2005 16:33,6/23/2005 21:51,6,628,Northwest Polish,2006,2.99,172,English             ,Sports,70,Michelle Mcconaughey
18047,2.99,23:57.0,479,Zachary Hite,484,Ohio,Akron,United States,1,1,1,Mike Hillyer,2376,6/18/2005 14:55,6/25/2005 17:40,7,800,Sinners Atlantis,2006,2.99,126,English             ,Horror,17,Helen Voight
18048,6.99,55:52.0,479,Zachary Hite,484,Ohio,Akron,United States,1,1,2,Jon Stephens,2764,6/19/2005 17:27,6/28/2005 17:18,9,374,Graffiti Love,2006,0.99,117,English             ,Sci-Fi,40,Johnny Cage
18049,0.99,42:03.0,480,Corey Hauser,485,Gaziantep,Gaziantep,Turkey,1,1,2,Jon Stephens,1353,6/15/2005 13:13,6/21/2005 8:46,6,595,Moon Bunch,2006,0.99,83,English             ,Foreign,49,Anne Cronyn
18050,0.99,05:34.0,480,Corey Hauser,485,Gaziantep,Gaziantep,Turkey,1,1,2,Jon Stephens,1733,6/16/2005 15:37,6/23/2005 15:53,7,118,Canyon Stock,2006,0.99,85,English             ,Animation,11,Zero Cage
18051,2.99,03:36.0,481,Herman Devore,486,Mwanza,Mwanza,Tanzania,1,1,1,Mike Hillyer,1168,6/14/2005 23:35,6/19/2005 3:20,4,952,Wagon Jaws,2006,2.99,152,English             ,Documentary,44,Nick Stallone
18052,4.99,39:09.0,481,Herman Devore,486,Mwanza,Mwanza,Tanzania,1,1,2,Jon Stephens,2296,6/18/2005 8:10,6/20/2005 12:26,2,995,Yentl Idaho,2006,4.99,86,English             ,Horror,197,Reese West
18053,4.99,58:40.0,481,Herman Devore,486,Mwanza,Mwanza,Tanzania,1,1,2,Jon Stephens,3285,6/21/2005 6:30,6/23/2005 10:31,2,211,Darling Breaking,2006,4.99,165,English             ,Games,48,Frances Day-Lewis
18054,0.99,28:00.0,481,Herman Devore,486,Mwanza,Mwanza,Tanzania,1,1,2,Jon Stephens,3293,6/21/2005 6:59,6/25/2005 6:54,4,963,Watch Tracy,2006,0.99,78,English             ,Animation,37,Val Bolger
18055,2.99,18:22.0,482,Maurice Crawley,487,Veracruz,Coatzacoalcos,Mexico,1,1,1,Mike Hillyer,3048,6/20/2005 12:49,6/26/2005 11:06,6,958,Wardrobe Phantom,2006,2.99,178,English             ,Drama,2,Nick Wahlberg
18056,0.99,08:19.0,482,Maurice Crawley,487,Veracruz,Coatzacoalcos,Mexico,1,1,1,Mike Hillyer,3255,6/21/2005 3:39,6/24/2005 4:02,3,562,Masked Bubble,2006,0.99,151,English             ,Music,73,Gary Penn
18057,4.99,40:16.0,483,Vernon Chapa,488,Denizli,Denizli,Turkey,2,2,1,Mike Hillyer,2855,6/19/2005 23:11,6/26/2005 21:52,7,765,Saturn Name,2006,4.99,182,English             ,Comedy,76,Angelina Astaire
18058,0.99,37:05.0,483,Vernon Chapa,488,Denizli,Denizli,Turkey,2,2,1,Mike Hillyer,2867,6/20/2005 0:08,6/23/2005 19:35,4,19,Amadeus Holy,2006,0.99,113,English             ,Action,5,Johnny Lollobrigida
18059,8.99,27:13.0,483,Vernon Chapa,488,Denizli,Denizli,Turkey,2,2,1,Mike Hillyer,3380,6/21/2005 13:58,6/30/2005 9:29,9,706,Queen Luke,2006,4.99,163,English             ,Drama,66,Mary Tandy
18060,3.99,19:30.0,484,Roberto Vu,489,Ningxia,Yinchuan,China,1,1,1,Mike Hillyer,1351,6/15/2005 12:51,6/22/2005 7:23,7,514,Lebowski Soldiers,2006,2.99,69,English             ,Drama,9,Joe Swank
18061,3.99,24:02.0,484,Roberto Vu,489,Ningxia,Yinchuan,China,1,1,2,Jon Stephens,1643,6/16/2005 8:55,6/21/2005 5:36,5,298,Eyes Driving,2006,2.99,172,English             ,Sci-Fi,56,Dan Harris
18062,4.99,44:56.0,484,Roberto Vu,489,Ningxia,Yinchuan,China,1,1,2,Jon Stephens,2015,6/17/2005 12:16,6/18/2005 14:40,1,827,Spice Sorority,2006,4.99,141,English             ,Drama,3,Ed Chase
18063,5.99,06:24.0,484,Roberto Vu,489,Ningxia,Yinchuan,China,1,1,2,Jon Stephens,2044,6/17/2005 14:37,6/22/2005 17:15,5,527,Lola Agent,2006,4.99,85,English             ,Horror,20,Lucille Tracy
18064,2.99,26:01.0,485,Clyde Tobias,490,Guangdong,Shaoguan,China,1,1,1,Mike Hillyer,1684,6/16/2005 11:57,6/19/2005 9:12,3,175,Confused Candles,2006,2.99,122,English             ,Family,58,Christian Akroyd
18065,8.99,30:03.0,485,Clyde Tobias,490,Guangdong,Shaoguan,China,1,1,1,Mike Hillyer,1721,6/16/2005 15:01,6/23/2005 10:48,7,771,Scorpion Apollo,2006,4.99,137,English             ,Drama,8,Matthew Johansson
18066,4.99,15:19.0,486,Glen Talbert,491,Coahuila de Zaragoza,Acua,Mexico,1,1,2,Jon Stephens,2036,6/17/2005 13:46,6/18/2005 15:42,1,20,Amelie Hellfighters,2006,4.99,79,English             ,Music,52,Carmen Hunt
18067,5.99,33:49.0,486,Glen Talbert,491,Coahuila de Zaragoza,Acua,Mexico,1,1,2,Jon Stephens,2102,6/17/2005 19:05,6/23/2005 23:21,6,503,Kramer Chocolate,2006,2.99,171,English             ,Sports,5,Johnny Lollobrigida
18068,2.99,14:06.0,486,Glen Talbert,491,Coahuila de Zaragoza,Acua,Mexico,1,1,2,Jon Stephens,2566,6/19/2005 3:45,6/25/2005 8:43,6,110,Cabin Flash,2006,0.99,53,English             ,Children,13,Uma Wood
18069,2.99,32:59.0,486,Glen Talbert,491,Coahuila de Zaragoza,Acua,Mexico,1,1,1,Mike Hillyer,2797,6/19/2005 19:04,6/20/2005 22:43,1,707,Quest Mussolini,2006,2.99,177,English             ,Action,35,Judy Dean
18070,3.99,16:24.0,487,Hector Poindexter,492,Stavropol,Pjatigorsk,Russian Federation,2,2,1,Mike Hillyer,3100,6/20/2005 16:47,6/26/2005 16:59,6,530,Lord Arizona,2006,2.99,108,English             ,Action,10,Christian Gable
18071,3.99,20:06.0,488,Shane Millard,493,Baja California Sur,La Paz,Mexico,2,2,2,Jon Stephens,1655,6/16/2005 9:51,6/23/2005 14:53,7,807,Sleuth Orient,2006,0.99,87,English             ,Games,80,Ralph Cruz
18072,5.99,14:23.0,488,Shane Millard,493,Baja California Sur,La Paz,Mexico,2,2,1,Mike Hillyer,1704,6/16/2005 13:45,6/24/2005 18:12,8,967,Weekend Personal,2006,2.99,134,English             ,Sci-Fi,3,Ed Chase
18073,3.99,26:29.0,489,Ricardo Meador,494,Okayama,Okayama,Japan,1,1,1,Mike Hillyer,1614,6/16/2005 6:58,6/23/2005 11:24,7,5,African Egg,2006,2.99,130,English             ,Family,51,Gary Phoenix
18074,0.99,36:54.0,489,Ricardo Meador,494,Okayama,Okayama,Japan,1,1,1,Mike Hillyer,2201,6/18/2005 2:08,6/23/2005 1:40,5,406,Haunting Pianist,2006,0.99,181,English             ,Games,62,Jayne Neeson
18075,7.99,58:21.0,489,Ricardo Meador,494,Okayama,Okayama,Japan,1,1,1,Mike Hillyer,2370,6/18/2005 14:29,6/24/2005 10:23,6,583,Mission Zoolander,2006,4.99,164,English             ,Animation,16,Fred Costner
18076,4.99,46:44.0,489,Ricardo Meador,494,Okayama,Okayama,Japan,1,1,2,Jon Stephens,2802,6/19/2005 19:18,6/21/2005 17:58,2,887,Thief Pelican,2006,4.99,135,English             ,Animation,21,Kirsten Paltrow
18077,3.99,44:29.0,490,Sam Mcduffie,495,Boyac,Sogamoso,Colombia,1,1,1,Mike Hillyer,1665,6/16/2005 10:16,6/23/2005 9:32,7,573,Microcosmos Paradise,2006,2.99,105,English             ,Children,17,Helen Voight
18078,2.99,17:25.0,491,Rick Mattox,496,al-Daqahliya,Mit Ghamr,Egypt,2,2,2,Jon Stephens,1198,6/15/2005 1:48,6/20/2005 1:07,5,252,Dream Pickup,2006,2.99,135,English             ,Action,33,Milla Peck
18079,4.99,06:42.0,491,Rick Mattox,496,al-Daqahliya,Mit Ghamr,Egypt,2,2,1,Mike Hillyer,1371,6/15/2005 14:38,6/23/2005 15:36,8,166,Color Philadelphia,2006,2.99,149,English             ,Classics,1,Penelope Guiness
18080,4.99,34:05.0,491,Rick Mattox,496,al-Daqahliya,Mit Ghamr,Egypt,2,2,1,Mike Hillyer,2026,6/17/2005 13:05,6/21/2005 17:19,4,805,Sleepless Monsoon,2006,4.99,64,English             ,Animation,7,Grace Mostel
18081,4.99,06:12.0,491,Rick Mattox,496,al-Daqahliya,Mit Ghamr,Egypt,2,2,1,Mike Hillyer,2259,6/18/2005 5:37,6/21/2005 1:51,3,893,Titans Jerk,2006,4.99,91,English             ,Sci-Fi,21,Kirsten Paltrow
18082,4.99,01:57.0,491,Rick Mattox,496,al-Daqahliya,Mit Ghamr,Egypt,2,2,1,Mike Hillyer,2391,6/18/2005 15:33,6/25/2005 14:30,7,625,None Spiking,2006,0.99,83,English             ,Sci-Fi,28,Woody Hoffman
18083,4.99,21:16.0,491,Rick Mattox,496,al-Daqahliya,Mit Ghamr,Egypt,2,2,1,Mike Hillyer,3031,6/20/2005 11:52,6/22/2005 7:00,2,263,Durham Panky,2006,4.99,154,English             ,Sports,8,Matthew Johansson
18084,3.99,26:45.0,491,Rick Mattox,496,al-Daqahliya,Mit Ghamr,Egypt,2,2,1,Mike Hillyer,3440,6/21/2005 19:58,6/27/2005 22:08,6,187,Cranes Reservoir,2006,2.99,57,English             ,Sports,14,Vivien Bergen
18085,1.99,52:55.0,492,Lester Kraus,497,West Bengali,Kanchrapara,India,2,2,1,Mike Hillyer,1691,6/16/2005 12:24,6/24/2005 8:24,8,970,Westward Seabiscuit,2006,0.99,52,English             ,Classics,1,Penelope Guiness
18086,4.99,23:25.0,492,Lester Kraus,497,West Bengali,Kanchrapara,India,2,2,1,Mike Hillyer,1855,6/17/2005 0:54,6/20/2005 19:29,4,973,Wife Turn,2006,4.99,183,English             ,Documentary,28,Woody Hoffman
18087,4.99,11:59.0,492,Lester Kraus,497,West Bengali,Kanchrapara,India,2,2,1,Mike Hillyer,1956,6/17/2005 8:43,6/21/2005 11:08,4,307,Fellowship Autumn,2006,4.99,77,English             ,Travel,53,Mena Temple
18088,9.99,38:11.0,492,Lester Kraus,497,West Bengali,Kanchrapara,India,2,2,2,Jon Stephens,3298,6/21/2005 7:09,6/30/2005 11:26,9,98,Bright Encounters,2006,4.99,73,English             ,Drama,111,Cameron Zellweger
18089,3.99,10:09.0,493,Brent Harkins,498,Istanbul,Sultanbeyli,Turkey,1,1,2,Jon Stephens,2109,6/17/2005 19:41,6/25/2005 17:03,8,498,Killer Innocent,2006,2.99,161,English             ,Family,75,Burt Posey
18090,4.99,14:01.0,493,Brent Harkins,498,Istanbul,Sultanbeyli,Turkey,1,1,2,Jon Stephens,2365,6/18/2005 13:45,6/21/2005 12:12,3,683,Pity Bound,2006,4.99,60,English             ,Drama,39,Goldie Brody
18091,0.99,09:11.0,493,Brent Harkins,498,Istanbul,Sultanbeyli,Turkey,1,1,1,Mike Hillyer,2579,6/19/2005 4:40,6/22/2005 9:22,3,840,Stampede Disturbing,2006,0.99,75,English             ,Games,37,Val Bolger
18092,2.99,29:19.0,493,Brent Harkins,498,Istanbul,Sultanbeyli,Turkey,1,1,2,Jon Stephens,2864,6/20/2005 0:00,6/26/2005 4:21,6,235,Divide Monster,2006,2.99,68,English             ,Sci-Fi,23,Sandra Kilmer
18093,2.99,23:22.0,494,Ramon Choate,499,Chimborazo,Robamba,Ecuador,2,2,2,Jon Stephens,1683,6/16/2005 11:54,6/18/2005 8:51,2,514,Lebowski Soldiers,2006,2.99,69,English             ,Drama,9,Joe Swank
18094,2.99,08:30.0,495,Charlie Bess,500,Gansu,Baiyin,China,2,2,1,Mike Hillyer,2074,6/17/2005 16:40,6/20/2005 21:34,3,15,Alien Center,2006,2.99,46,English             ,Foreign,36,Burt Dukakis
18095,4.99,53:41.0,495,Charlie Bess,500,Gansu,Baiyin,China,2,2,2,Jon Stephens,2349,6/18/2005 12:25,6/19/2005 11:24,1,336,French Holiday,2006,4.99,99,English             ,Documentary,3,Ed Chase
18096,7.99,15:06.0,495,Charlie Bess,500,Gansu,Baiyin,China,2,2,2,Jon Stephens,2549,6/19/2005 2:46,6/26/2005 22:30,8,843,Steel Santa,2006,4.99,143,English             ,Classics,13,Uma Wood
18097,3.99,26:15.0,495,Charlie Bess,500,Gansu,Baiyin,China,2,2,1,Mike Hillyer,3129,6/20/2005 18:57,6/28/2005 13:45,8,388,Gunfight Moon,2006,0.99,70,English             ,Comedy,52,Carmen Hunt
18098,2.99,33:13.0,496,Tyler Wren,501,Shandong,Rizhao,China,2,2,2,Jon Stephens,2567,6/19/2005 4:04,6/19/2005 23:39,1,49,Badman Dawn,2006,2.99,162,English             ,Sci-Fi,83,Ben Willis
18099,8.99,16:10.0,497,Gilbert Sledge,502,England,York,United Kingdom,2,2,2,Jon Stephens,2180,6/18/2005 0:47,6/25/2005 4:12,7,778,Secrets Paradise,2006,4.99,109,English             ,Family,45,Reese Kilmer
18100,5.99,46:56.0,497,Gilbert Sledge,502,England,York,United Kingdom,2,2,1,Mike Hillyer,2298,6/18/2005 8:18,6/24/2005 11:51,6,272,Edge Kissing,2006,4.99,153,English             ,Drama,62,Jayne Neeson
18101,2.99,08:04.0,497,Gilbert Sledge,502,England,York,United Kingdom,2,2,1,Mike Hillyer,2406,6/18/2005 16:39,6/23/2005 12:04,5,292,Excitement Eve,2006,0.99,51,English             ,Action,7,Grace Mostel
18102,4.99,34:19.0,497,Gilbert Sledge,502,England,York,United Kingdom,2,2,2,Jon Stephens,2818,6/19/2005 20:05,6/22/2005 1:01,2,518,Liaisons Sweet,2006,4.99,140,English             ,Travel,2,Nick Wahlberg
18103,6.99,35:00.0,498,Gene Sanborn,503,Zufar,Salala,Oman,1,1,2,Jon Stephens,1253,6/15/2005 6:06,6/21/2005 4:13,6,711,Raging Airplane,2006,4.99,154,English             ,Sci-Fi,19,Bob Fawcett
18104,2.99,49:39.0,498,Gene Sanborn,503,Zufar,Salala,Oman,1,1,2,Jon Stephens,1782,6/16/2005 19:21,6/22/2005 16:03,6,395,Handicap Boondock,2006,0.99,108,English             ,Action,11,Zero Cage
18105,2.99,30:14.0,498,Gene Sanborn,503,Zufar,Salala,Oman,1,1,2,Jon Stephens,2344,6/18/2005 12:01,6/19/2005 11:56,1,438,Human Graffiti,2006,2.99,68,English             ,Games,1,Penelope Guiness
18106,4.99,47:03.0,498,Gene Sanborn,503,Zufar,Salala,Oman,1,1,1,Mike Hillyer,2449,6/18/2005 19:18,6/27/2005 23:49,9,792,Shrek License,2006,2.99,154,English             ,Foreign,48,Frances Day-Lewis
18107,0.99,05:28.0,498,Gene Sanborn,503,Zufar,Salala,Oman,1,1,1,Mike Hillyer,3098,6/20/2005 16:37,6/22/2005 22:24,2,747,Roxanne Rebel,2006,0.99,171,English             ,Games,40,Johnny Cage
18108,0.99,41:08.0,498,Gene Sanborn,503,Zufar,Salala,Oman,1,1,1,Mike Hillyer,3360,6/21/2005 12:12,6/26/2005 6:32,5,613,Mystic Truman,2006,0.99,92,English             ,Comedy,81,Scarlett Damon
18109,2.99,42:26.0,499,Marc Outlaw,504,Apulia,Brindisi,Italy,2,2,1,Mike Hillyer,1355,6/15/2005 13:13,6/20/2005 12:23,5,914,Trouble Date,2006,2.99,61,English             ,Travel,10,Christian Gable
18110,4.99,56:18.0,499,Marc Outlaw,504,Apulia,Brindisi,Italy,2,2,1,Mike Hillyer,1526,6/16/2005 0:27,6/19/2005 0:19,3,422,Hollow Jeopardy,2006,4.99,136,English             ,Sci-Fi,148,Emily Dee
18111,4.99,47:10.0,499,Marc Outlaw,504,Apulia,Brindisi,Italy,2,2,2,Jon Stephens,1830,6/16/2005 22:18,6/23/2005 21:14,7,873,Sweethearts Suspects,2006,0.99,108,English             ,Children,9,Joe Swank
18112,1.99,22:59.0,499,Marc Outlaw,504,Apulia,Brindisi,Italy,2,2,2,Jon Stephens,3241,6/21/2005 2:54,6/26/2005 21:56,6,315,Finding Anaconda,2006,0.99,156,English             ,Family,48,Frances Day-Lewis
18113,5.99,23:23.0,500,Reginald Kinder,505,East Java,Madiun,Indonesia,1,1,2,Jon Stephens,1375,6/15/2005 14:54,6/21/2005 14:48,6,777,Secretary Rouge,2006,4.99,158,English             ,Sports,47,Julia Barrymore
18114,5.99,17:08.0,500,Reginald Kinder,505,East Java,Madiun,Indonesia,1,1,1,Mike Hillyer,1388,6/15/2005 15:48,6/22/2005 17:51,7,869,Suspects Quills,2006,2.99,47,English             ,Action,40,Johnny Cage
18115,3.99,48:53.0,500,Reginald Kinder,505,East Java,Madiun,Indonesia,1,1,1,Mike Hillyer,2189,6/18/2005 1:20,6/25/2005 0:30,7,56,Barefoot Manchurian,2006,2.99,129,English             ,Action,4,Jennifer Davis
18116,6.99,31:34.0,500,Reginald Kinder,505,East Java,Madiun,Indonesia,1,1,1,Mike Hillyer,2526,6/19/2005 1:03,6/28/2005 6:57,9,728,Reunion Witches,2006,0.99,63,English             ,Drama,12,Karl Berry
18117,2.99,48:56.0,500,Reginald Kinder,505,East Java,Madiun,Indonesia,1,1,1,Mike Hillyer,2996,6/20/2005 9:20,6/27/2005 9:18,7,886,Theory Mermaid,2006,0.99,184,English             ,Animation,15,Cuba Olivier
18118,5.99,18:56.0,501,Ruben Geary,506,Lubelskie,Lublin,Poland,1,1,2,Jon Stephens,3222,6/21/2005 1:50,6/27/2005 0:52,6,876,Tarzan Videotape,2006,2.99,91,English             ,Horror,38,Tom Mckellen
18119,7.99,12:58.0,501,Ruben Geary,506,Lubelskie,Lublin,Poland,1,1,2,Jon Stephens,3412,6/21/2005 16:44,6/28/2005 16:15,7,666,Paycheck Wait,2006,4.99,145,English             ,Drama,73,Gary Penn
18120,7.99,18:28.0,502,Brett Cornwell,507,West Bengali,Siliguri (Shiliguri),India,1,1,2,Jon Stephens,1696,6/16/2005 12:50,6/24/2005 12:08,8,857,Strictly Scarface,2006,2.99,144,English             ,Comedy,86,Greg Chaplin
18121,0.99,50:55.0,502,Brett Cornwell,507,West Bengali,Siliguri (Shiliguri),India,1,1,1,Mike Hillyer,2420,6/18/2005 17:22,6/23/2005 17:45,5,54,Banger Pinocchio,2006,0.99,113,English             ,Music,5,Johnny Lollobrigida
18122,0.99,01:04.0,502,Brett Cornwell,507,West Bengali,Siliguri (Shiliguri),India,1,1,1,Mike Hillyer,2911,6/20/2005 3:32,6/22/2005 22:06,3,796,Sierra Divide,2006,0.99,135,English             ,Sports,99,Jim Mostel
18123,4.99,03:53.0,503,Angel Barclay,508,Nagano,Ueda,Japan,1,1,1,Mike Hillyer,2108,6/17/2005 19:35,6/25/2005 15:45,8,305,Fatal Haunted,2006,2.99,91,English             ,New,33,Milla Peck
